,Store Number,Store Name,Address,City,Longitude,Latitude
1252,76788-100266,Target Mission Viejo 2163,25565 Los Alisos Blvd Mission Viejo CA,Mission Viejo,-117.67,33.61
1253,5268-436,Santa Margarita & Los Alisos,27698 Santa Margarita Parkway Mission Viejo CA,Mission Viejo,-117.65,33.65
1254,22422-210112,Shops at Mission Viejo - Food Court,"555 Shops at Mission Viejo, K113 Mission Viejo CA",Mission Viejo,-117.67,33.56
1255,11831-105609,Marguerite & Avery,"28391 Marguerite Parkway, B Mission Viejo CA",Mission Viejo,-117.67,33.55
1256,580-302,Alicia Pkwy & Jeronimo,24012 Alicia Parkway Mission Viejo CA,Mission Viejo,-117.68,33.61
1257,15818-155989,Target Mission Viejo T-300,24500 Alicia Pkwy Mission Viejo CA,Mission Viejo,-117.69,33.61
1258,14016-108035,La Paz & Chrisanta,26137 La Paz Road Mission Viejo CA,Mission Viejo,-117.67,33.6
1259,8861-94886,Oso & I-5,"26342 Oso Parkway, 104 Mission Viejo CA",Mission Viejo,-117.67,33.58
1260,74546-25848,Pavillions-Mission Viejo #2210,26022 Marguerite Parkway Mission Viejo CA,Mission Viejo,-117.66,33.59
1261,73486-56161,Albertsons - Mssn Viejo #6549,23702 Alicia Pkwy Mission Viejo CA,Mission Viejo,-117.63,33.63
1262,10108-99624,Kansas Avenue & Hwy 99 - Modesto,820 Kansas Avenue Modesto CA,Modesto,-121.02,37.65
1263,5313-219484,Oakdale and Scenic,"800 Oakdale Road, Northgate Village Modesto CA",Modesto,-120.96,37.65
1264,5964-35159,Highway 99 & Pelandale - Modesto,3801 Pelandale Ave Modesto CA,Modesto,-121.07,37.7
1265,76162-88888,Target Modesto NW T-938,3600 Sisk Rd Modesto CA,Modesto,-121.06,37.69
1266,72771-67562,O'Briens Market - Modesto,4120 Dale Rd Modesto CA,Modesto,-121.05,37.7
1267,24587-235447,Target Modesto T-273,3405 McHenry Ave Modesto CA,Modesto,-120.99,37.69
1268,9741-84962,Briggsmore & Prescott - Modesto,2045 West Briggsmore Modesto CA,Modesto,-121.03,37.67
1269,72904-95378,O'Briens Market - Roseburg,839 W Roseburg Ave Modesto CA,Modesto,-121.0,37.66
1270,5258-849,Modesto Promenade,"3501 McHenry Avenue, Ste D-12 Modesto CA",Modesto,-121.0,37.69
1271,74910-101839,Safeway - Modesto #1661,2001 McHenry Ave Modesto CA,Modesto,-121.0,37.67
1272,11832-105886,Crows Landing & Whitmore - Modesto,"166 E. Whitmore Ave., A Modesto CA",Modesto,-120.99,37.59
1273,25093-237904,McHenry Ave & Standiford,"3421 McHenry Avenue, Vintage Faire Mall Modesto CA",Modesto,-120.99,37.69
1274,6686-68081,Vintage Faire Mall - Modesto,"3401 Dale Road, 244, Creekwood Plaza Shopping Center Modesto CA",Modesto,-121.05,37.69
1275,13935-108365,Yosemite & Claus - Modesto,"3801 Yosemite Blvd, Ste 4, Shops at Lincoln School Modesto CA",Modesto,-120.92,37.64
1276,6875-84940,Downey & I Street - Modesto,"1801 H Street, E Modesto CA",Modesto,-120.99,37.65
1277,8980-95211,Coffee & Floyd - Modesto,2519 Coffee Road Modesto CA,Modesto,-120.98,37.68
1278,17847-183164,Oakdale & Merle,"1800 Oakdale Road, #J Modesto CA",Modesto,-120.96,37.67
1279,5985-213964,Briggsmore & McHenry,"1801 McHenry, Vintage Faire Modesto CA",Modesto,-120.99,37.67
1280,28664-250067,Teavana - Vintage Faire,"3401 Dale Rd., Spc. #M08 Modesto CA",Modesto,-121.05,37.69
1281,5473-244109,Huntington Drive & Buena Vista,1263 Hungtington Drive Monrovia CA,Monrovia,-117.98,34.14
1282,5239-406,Monrovia,621 W. Huntington Drive Monrovia CA,Monrovia,-118.01,34.14
1283,28507-249685,Foothill & Madison,860 West Foothill Blvd Monrovia CA,Monrovia,-118.02,34.15
1284,5593-1450,Foothill & Myrtle - Monrovia,"140 West Foothill Blvd., Suite E-3 Monrovia CA",Monrovia,-118.0,34.15
1285,74659-94830,Vons-Monrovia #2200,"130 W Foothill Blvd, Montclair Plaza Monrovia CA",Monrovia,-118.0,34.15
1286,17693-180530,Montclair Plaza First Floor,"5060 East Montclair Plaza, Suite 5067 Montclair CA",Montclair,-117.69,34.09
1287,24325-237107,Central & The I-10,"9389 Central Avenue, B Montclair CA",Montclair,-117.69,34.08
1288,47250-256930,Holt & Ramona,"4490 Holt Blvd, Suite A Montclair CA",Montclair,-117.71,34.06
1289,669-443,Central & Olive,"9015-A Central Ave, Mart of Montebello Montclair CA",Montclair,-117.69,34.09
1290,6750-87601,"Beverly and Montebello, Montebello","800 W. Beverly Blvd., 34 Montebello CA",Montebello,-118.11,34.02
1291,5444-1461,Montebello Town Center Mall,"1780 Montebello Town Center, Unit A-21 Montebello CA",Montebello,-118.08,34.04
1292,73688-128624,Albertsons - Montebello #6181,2469 Via Campo Montebello CA,Montebello,-118.12,34.03
1293,23426-155691,Lighthouse & David,"865 Lighthouse Ave, Cannery Row Monterey CA",Monterey,-121.9,36.62
1294,5978-48599,Cannery Row - Monterey,"711 Cannery Row, A and E Monterey CA",Monterey,-121.9,36.62
1295,16079-155689,Alvarado & Del Monte,316 Alvarado Street Monterey CA,Monterey,-121.89,36.6
1296,601-267,Del Monte,"492 Del Monte Center, Space #4-38 Monterey CA",Monterey,-121.9,36.58
1297,5348-860,Atlantic Square,2100 South Atlantic Blvd. Monterey Park CA,Monterey Park,-118.14,34.04
1298,16782-10773,Honolulu & Ocean View,2284 Honolulu Avenue Montrose CA,Montrose,-118.23,34.21
1299,26639-244261,Ralphs Moorpark #723,101 W Los Angeles Ave Moorpark CA,Moorpark,-118.88,34.28
1300,5452-1532,Los Angeles & Spring,"561 NEW LOS ANGELES AVE, Campus Plaza Moorpark CA",Moorpark,-118.87,34.28
1301,10109-99407,"Campus Park & Collins, Moorpark","6595 Collins, unit A Moorpark CA",Moorpark,-118.84,34.3
1302,74788-98373,Vons - Moorpark #1735,4241 Tierra Rejada Rd Moorpark CA,Moorpark,-118.9,34.27
1303,25207-237782,Target Moorpark T-1547,"800 New Los Angelese Ave, The Park at Rheem Valley Moorpark CA",Moorpark,-118.87,34.28
1304,6435-33881,Moraga & Rheem,500 Moraga Road Moraga CA,Moraga,-122.12,37.86
1305,74806-23808,Safeway - Moraga #969,1355 Moraga Way Moraga CA,Moraga,-122.13,37.84
1306,9899-97042,Moreno Beach & Hwy 60,12751 Moreno Beach Drive Moreno Valley CA,Moreno Valley,-117.18,33.94
1307,9346-96040,"Frederick & Hwy 60, Moreno Valley","12515 Frederick Street, #1A, Lakeside Plaza Moreno Valley CA",Moreno Valley,-117.26,33.94
1308,17824-180665,Iris & Lassell,"25960 Iris Avenue, Suite 1C Moreno Valley CA",Moreno Valley,-117.21,33.89
1309,8944-94756,"Day & The 60 Fwy, Moreno Valley","12430 Day Street, #C1 Moreno Valley CA",Moreno Valley,-117.28,33.94
1310,10344-101112,"Hemlock & Perris, Moreno Valley","12190 Perris Blvd., A Moreno Valley CA",Moreno Valley,-117.23,33.94
1311,76767-107985,Super Target Moreno Valley East ST-,27100 Eucalyptus Moreno Valley CA,Moreno Valley,-117.19,33.94
1312,5276-741,Vineyard Blvd & Monterey,"251 Vineyard Town Center Way, Coyote Creek Center Morgan Hill CA",Morgan Hill,-121.64,37.11
1313,5932-36159,Dunne & Walnut Grove,"17015 Walnut Grove Drive, Suite 101 Morgan Hill CA",Morgan Hill,-121.64,37.13
1314,74168-24430,Safeway-Morgan Hill #1455,"840 E. Dunne Ave., 408- Morgan Hill CA",Morgan Hill,-121.64,37.13
1315,11745-72996,Cochrane & Hwy 101,1041 Cochrane Road Morgan Hill CA,Morgan Hill,-121.65,37.16
1316,74476-83324,Safeway-Morgan Hill #1891,235 Tennant Station Morgan Hill CA,Morgan Hill,-121.63,37.12
1317,8977-94123,Cochrane & Monterey,18585 Monterey Road Morgan Hill CA,Morgan Hill,-121.66,37.14
1318,76789-107986,Target Morgan Hill T-2252,1061 Cochrane Rd Morgan Hill CA,Morgan Hill,-121.65,37.16
1319,73626-79655,Albertsons - Morro Bay #6345,730 Quintana Morro Bay CA,Morro Bay,-120.84,35.37
1320,10663-99694,Shoreline & Pear,"1380 Pear Avenue, Blossom Valley Shopping Center Mountain View CA",Mountain View,-122.08,37.42
1321,5847-23949,Miramonte & Cuesta - Mtn. View,809A Cuesta Blvd Mountain View CA,Mountain View,-122.09,37.37
1322,74179-24449,Safeway-Mountain View #1108,"1750 Miramonte Ave, Park Place South Mountain View CA",Mountain View,-122.09,37.37
1323,5663-1864,Castro & High School,750 Castro St Mountain View CA,Mountain View,-122.08,37.39
1324,7933-95734,Rengstorff & Middlefield,580 N Rengstorff Avenue Mountain View CA,Mountain View,-122.09,37.41
1325,19004-178425,Safeway-Mountain View #2948,645 San Antonio Rd. Mountain View CA,Mountain View,-122.11,37.4
1326,18889-160744,San Antonio & El Camino,"565 San Antonio Road, 28 Mountain View CA",Mountain View,-122.11,37.4
1327,10312-100471,Charleston & Independence,2410 Charleston Avenue Mountain View CA,Mountain View,-122.1,37.42
1328,74947-101866,Safeway - Mountain View #705,570 Shoreline Blvd Mountain View CA,Mountain View,-122.09,37.38
1329,20234-204344,El Camino & Grant,175 East El Camino Real Mountain View CA,Mountain View,-122.07,37.38
1330,618-342,El Camino & El Monte,1037-C El Monte Ave Mountain View CA,Mountain View,-122.09,37.39
1331,74665-96538,Vons-Murrieta #2660,38995 Sky Canyon Dr Murrieta CA,Murrieta,-117.14,33.55
1332,9629-97438,Murrieta Hot Springs & Hancock,40735 Murrieta Hot Springs Rd Murrieta CA,Murrieta,-117.19,33.56
1333,73577-61819,Albertsons - Temecula #6734,39140 Winchester Rd Murrieta CA,Murrieta,-117.14,33.55
1334,3018-138710,Target Murrieta North T-2499,27818 Clinton Keith Rd Murrieta CA,Murrieta,-117.18,33.6
1335,19631-196444,Los Alamos & 215 Fwy,"39589 Los Alamos, Plaza de Oro Murrieta CA",Murrieta,-117.18,33.57
1336,6976-91181,Washington & Calle Del Oso Oro,"23811 Washington Ave, Ste 101 Murrieta CA",Murrieta,-117.23,33.57
1337,11595-104768,Clinton Keith & 215 Freeway,"27890 Clinton Keith Road, A Murrieta CA",Murrieta,-117.18,33.6
1338,9818-97299,"Madison & Los Alamos, Murri","25175 Madison Ave., 101, Cal Oaks Plaza Murrieta CA",Murrieta,-117.2,33.56
1339,6446-54379,California Oaks Road & 15 freeway,41032 California Oaks Rd. Murrietta CA,Murrietta,-117.2,33.57
1340,5361-1173,Soscol at Hwy 121-Napa,"247 Soscol Avenue, Redwood Plaza Napa CA",Napa,-122.27,38.28
1341,11235-104090,Hwy 29 & Redwood,2007 Redwood Rd Napa CA,Napa,-122.31,38.32
1342,9595-107359,Jefferson & Lincoln,1200 Lincoln Avenue Napa CA,Napa,-122.3,38.31
1343,17602-86221,First & Main Napa,1006 First Street Napa CA,Napa,-122.29,38.3
1344,76263-90141,Target Napa North T-1438,4000 Bel Aire Plaza Napa CA,Napa,-122.31,38.32
1345,74492-97261,Safeway-Napa #2449,"3375 Jefferson Square, Silverado Plaza Napa CA",Napa,-122.3,38.32
1346,5993-55079,Silverado Plaza - Napa,663 Trancas Street Napa CA,Napa,-122.29,38.32
1347,15678-156027,Target Napa T-1026,205 Soscol Ave Napa CA,Napa,-122.28,38.28
1348,604-319,Trancas & Jefferson Napa,1340 Trancas Street Napa CA,Napa,-122.3,38.32
1349,75442-107092,NAS Lemoore-Reeves Blvd,796 Reeves Blvd NAS Lemoore CA,NAS Lemoore,-119.78,36.3
1350,76931-126944,Target Natl City Plza Bonita T-2232,3060 Plaza Bonita Rd National City CA,National City,-117.07,32.66
1351,2922-211104,Plaza Bonita Mall - Food Court,"3030 Plaza Bonita Rd, 9270, Grove Plaza National City CA",National City,-117.07,32.65
1352,6783-79043,Plaza & Grove,2230 E. Plaza Blvd. National City CA,National City,-117.08,32.68
1353,22419-212488,Mile of Cars Way & I-5,"404 Mile of Cars Way, 101 National City CA",National City,-117.11,32.66
1354,6487-237986,Highland & 30th,"3001 Highland Avenue, Stevenson Station National City CA",National City,-117.09,32.66
1355,7980-95491,Stevenson & Balentine,5741 Stevenson Newark CA,Newark,-121.99,37.52
1356,74807-73698,Safeway - Newark #1224,5877 Jarvis Ave Newark CA,Newark,-122.05,37.55
1357,5286-158884,Newark & Jarvis,"35040 Newark Blvd., Carter Station Newark CA",Newark,-122.05,37.55
1358,5952-49999,Thornton & Sycamore,7324 Thorton Av Newark CA,Newark,-122.04,37.53
1359,6482-240997,NewPark,"2086 NewPark Mall, K005 Newark CA",Newark,-122.0,37.53
1360,5909-10775,Reino Road & Kimber Drive,"421 S Reino Rd, Ste A Newbury Park CA",Newbury Park,-118.96,34.17
1361,19803-200205,MacArthur & Bison,1260 Bison Avenue Newport Beach CA,Newport Beach,-117.86,33.64
1362,75797-80024,Marriott Newport Beach Lobby,900 Newport Center Dr Newport Beach CA,Newport Beach,-117.88,33.62
1363,586-244,Via Lido,"3465 Via Lido, Suite E-3 Newport Beach CA",Newport Beach,-117.93,33.62
1364,5661-1948,Jamboree & Birch,4551 Jamboree Road Newport Beach CA,Newport Beach,-117.86,33.66
1365,18722-193705,Ralph's - Newport Beach #745,1150 Irvine Ave Newport Beach CA,Newport Beach,-117.91,33.63
1366,5563-234644,Fashion Island,137 Newport Center Drive Newport Beach CA,Newport Beach,-117.87,33.61
1367,657-299,Balboa Island,226 Marine Drive Newport Beach CA,Newport Beach,-117.89,33.61
1368,5216-429,Mac Arthur & Campus,4678 Campus Drive Newport Beach CA,Newport Beach,-117.86,33.67
1369,74648-93368,Vons-Newport Beach #1912,2660 San Miguel Dr Newport Beach CA,Newport Beach,-117.85,33.63
1370,5776-15502,W. Coast Hwy & Riverside,"2700 W. Coast Highway, 195, Crystal Cove Promenade Newport Beach CA",Newport Beach,-117.92,33.62
1371,6654-70500,Crystal Cove & PCH,7958 Pacific Coast Highway Newport Beach CA,Newport Beach,-117.83,33.57
1372,14967-155988,"Ralph's-Newport, CA #744",2555 Eastbluff Dr Newport Beach CA,Newport Beach,-117.88,33.64
1373,6747-40139,Pacific Coast Hwy & Bayside,"377 East Pacific Coast Highway, Suite A Newport Beach CA",Newport Beach,-117.9,33.62
1374,14018-108041,Jamboree & Bristol,3601 Jamboree Road Newport Beach CA,Newport Beach,-117.87,33.66
1375,74556-77464,Vons-Newport #1911,"21181 Newport Coast Dr, Newport Coast Shopping Center Newport Coast CA",Newport Coast,-117.83,33.61
1376,14156-112404,Newport Coast & San Joaquin Hills,21155 Newport Coast Drive Newport Coast CA,Newport Coast,-117.83,33.61
1377,8829-94867,"Tefft & Mary, Nipomo",581 W. Tefft Street Nipomo CA,Nipomo,-120.49,35.04
1378,74598-87920,Vons-Nipomo #1621,520 W Tefft St Nipomo CA,Nipomo,-120.49,35.04
1379,76197-92524,Target Norco T-736,1290 Hamner Ave Norco CA,Norco,-117.56,33.9
1380,11596-104820,Hidden Valley & The 15 Fwy,455 Hidden Valley Parkway Norco CA,Norco,-117.56,33.9
1381,9549-96447,6th Street & Hamner,"3699 Hamner Avenue, #A Norco CA",Norco,-117.56,33.94
1382,26145-236624,Watt & Elkhorn,3535 Elkhorn Blvd North Highland CA,North Highland,-121.38,38.69
1383,10543-100739,Watt & Roseville,"4981 Watt Ave, 500 North Highlands CA",North Highlands,-121.38,38.66
1384,8113-95901,Watt & I-80,4332 Watt Avenue North Highlands CA,North Highlands,-121.38,38.64
1385,8637-80485,Sepulveda & Nordhoff,9002 Sepulveda Blvd. North Hills CA,North Hills,-118.47,34.23
1386,6782-80486,Nordhoff & Woodley,16222 Nordhoff Street North Hills CA,North Hills,-118.49,34.24
1387,22417-220625,Lankershim & La Maida,4853 Lankershim Blvd North Hollywood CA,North Hollywood,-118.37,34.16
1388,5642-1690,Lankershim & Magnolia,5166 A Lankershim Blvd North Hollywood CA,North Hollywood,-118.37,34.16
1389,9596-97295,Tujunga & Camarillo,11331 Camarillo Street North Hollywood CA,North Hollywood,-118.38,34.16
1390,13365-107349,Sherman Way & Whitsett,12520 Sherman Way North Hollywood CA,North Hollywood,-118.41,34.2
1391,76211-90561,Target North Hollywood T-294,11051 Victory Blvd North Hollywood CA,North Hollywood,-118.37,34.19
1392,5839-26187,Victory & Coldwater,12848 Victory Blvd. North Hollywood CA,North Hollywood,-118.41,34.19
1393,76446-90560,Target Northridge T-2020,8999 Balboa Ave Northridge CA,Northridge,-118.5,34.23
1394,5208-1975,Reseda & Devonshire,"10235 Reseda Blvd, Ste D4 & D6 Northridge CA",Northridge,-118.54,34.26
1395,6459-53039,Reseda & Plummer,"9420 Reseda Blvd., #1, Porter Ranch Town Center Northridge CA",Northridge,-118.54,34.24
1396,5861-29276,Rinaldi & Corbin,19759 Rinaldi St Northridge CA,Northridge,-118.56,34.28
1397,5627-249,Shirley & Plummer,"19500 Plummer St., Northridge Fashion Center Northridge CA",Northridge,-118.56,34.24
1398,28236-250145,Teavana - Northridge Fashion Center,"9301 Tampa Ave, #171 Northridge CA",Northridge,-118.56,34.24
1399,20686-189424,Reseda & Nordhoff,"9020 N. Reseda, Unit A Northridge CA",Northridge,-118.54,34.23
1400,25006-237487,Target Norwalk T-1424,12051 Imperial Hwy Norwalk CA,Norwalk,-118.08,33.92
1401,10140-99707,"Rosecrans & Shoemaker, Norwalk",13001 Rosecrans Avenue Norwalk CA,Norwalk,-118.05,33.9
1402,6951-212904,Rosecrans & Studebaker,"11023 Rosecrans Avenue, Target Center Norwalk CA",Norwalk,-118.1,33.9
1403,6502-62019,"Firestone & 605 Frwy, Norwalk",10716 Firestone Blvd Norwalk CA,Norwalk,-118.11,33.92
1404,15626-157284,"Firestone & Studebaker, Norwalk",11031 Firestone Blvd. Norwalk CA,Norwalk,-118.1,33.92
1405,27974-249305,Pioneer & Rosecrans,14322 Pioneer Boulevard Norwalk CA,Norwalk,-118.08,33.9
1406,15586-142024,Target Norwalk T-1340,10600 Firestone Blvd Norwalk CA,Norwalk,-118.11,33.93
1407,9546-97058,"Firestone & Pioneer, Norwalk","11790 Firestone Blvd., San Marin Plaza Norwalk CA",Norwalk,-118.08,33.91
1408,10544-100747,San Marin & San Ramon,"127 San Marin Dr, The Village at Novato Novato CA",Novato,-122.6,38.12
1409,10711-95958,Redwood & Olive,"7514 Redwood Blvd, Vintage Oaks at Novato Novato CA",Novato,-122.57,38.11
1410,5711-4777,Vintage & Rowland - Novato,"132 Vintage Way, F-1 Novato CA",Novato,-122.55,38.09
1411,74280-24451,Safeway-Novato #979,900 Diablo Ave. Novato CA,Novato,-122.57,38.1
1412,79771-133426,Safeway - Novato #2828,5720 Nave Drive Novato CA,Novato,-122.53,38.06
1413,15582-156026,Target Novato T-692,200 Vintage Way Novato CA,Novato,-122.56,38.09
1414,5824-13887,Yosemite & F Street - Oakdale,"325 East F St, D, F Street & Ventana Oakdale CA",Oakdale,-120.85,37.77
1415,10775-102223,F Street & Ventana - Oakdale,"1342 East F Street, C Oakdale CA",Oakdale,-120.84,37.77
1416,9474-72423,Highway 49 & Highway 41 - Oakhurst,"40208 Highway 41 , PO Box 3630 Oakhurst CA",Oakhurst,-119.65,37.33
1417,74597-87625,Vons-Oakhurst #2409,"40044 Hwy 49, Estuary Cove Oakhurst CA",Oakhurst,-119.66,37.33
1418,11453-105281,Estuary Cove - Oakland,1211 E Embarcadero Cove Oakland CA,Oakland,-122.25,37.79
1419,70030-106532,OAK T -1 Gate 4,1 Airport Drive Oakland CA,Oakland,-122.21,37.72
1420,47058-254704,Broadway & 30th,3013 Broadway Ave Oakland CA,Oakland,-122.26,37.82
1421,47057-256264,2nd & Broadway,"200 Broadway, 4, Fruitvale Station Oakland CA",Oakland,-122.28,37.8
1422,5751-12128,Fruitvale & I-880,3060A E 9th St Oakland CA,Oakland,-122.23,37.77
1423,5710-8225,4098 Piedmont Avenue - Oakland,4098 Piedmont Ave Oakland CA,Oakland,-122.25,37.83
1424,26801-135815,Safeway - Oakland #3132,5130 Broadway Oakland CA,Oakland,-122.25,37.83
1425,2994-86219,Broadway & 8th Street - Oakland,801 Broadway Oakland CA,Oakland,-122.27,37.8
1426,70029-106533,OAK T - 2 Gate 23,1 Airport Drive Oakland CA,Oakland,-122.21,37.72
1427,625-347,Oakland City Center,"1200 Clay Street, #58 Oakland CA",Oakland,-122.27,37.8
1428,70031-106614,OAK T - 1 Gate 11,1 Airport Drive Oakland CA,Oakland,-122.21,37.72
1429,9206-9254,315 1/2 20th St.,3  15 1/2 20th St Oakland CA,Oakland,-122.27,37.81
1430,8142-3188,Hegenberger & I-880 - Oakland,8450-D Edgewater Drive Oakland CA,Oakland,-122.2,37.74
1431,5780-10995,2059 Mountain Blvd. - Oakland,2059 Mountain Blvd Oakland CA,Oakland,-122.21,37.83
1432,75928-106534,OAK T -2 Gate 28,1 Airport Drive Oakland CA,Oakland,-122.21,37.71
1433,10942-73211,Broadway & Grand - Oakland,420 W. Grand Ave. Oakland CA,Oakland,-122.27,37.81
1434,23461-230285,Safeway - Oakland 2870,6130 College Avenue Oakland CA,Oakland,-122.25,37.85
1435,9861-96968,98th & Bigge,185 98th Ave Oakland CA,Oakland,-122.19,37.73
1436,514-175184,Rockridge & Broadway,1982 Pleasant Valley Blvd Oakland CA,Oakland,-122.25,37.83
1437,5281-120,3347 Lakeshore Avenue,3347 Lakeshore Avenue Oakland CA,Oakland,-122.24,37.81
1438,79744-125805,Safeway-Oakland #908,3550 Fruitvale Ave Oakland CA,Oakland,-122.22,37.8
1439,9330-94378,Main St & Carol,"2190 Main Street, A Oakley CA",Oakley,-121.73,38.0
1440,22433-216244,Hwy 4 & Hwy 160,900Main Street Oakley CA,Oakley,-121.75,38.01
1441,73636-67161,Albertsons-Oceanside #6733,"3450 Marron Rd, Oceanside Crossing Oceanside CA",Oceanside,-117.3,33.18
1442,9688-87481,"Oceanside & I-5, Oceanside",1779 Oceanside Blvd Oceanside CA,Oceanside,-117.36,33.19
1443,10110-99074,El Camino Real & E. Vista Way,2263 South El Camino Real Oceanside CA,Oceanside,-117.33,33.18
1444,6784-76568,Mission & El Camino Real,"3760 Mission Avenue, C, Old Grove Marketplace Oceanside CA",Oceanside,-117.33,33.23
1445,9349-95470,"Old Grove & Mission, Oceanside",175 Old Grove Rd Oceanside CA,Oceanside,-117.31,33.23
1446,23519-229264,Mission & Archer,1702 Mission Avenue Oceanside CA,Oceanside,-117.37,33.2
1447,5212-6949,North Oceanside,"815 College Blvd, #108 Oceanside CA",Oceanside,-117.29,33.24
1448,5432-1232,Pacific Coast Plaza - Oceanside,"2183 Vista Way, Suite B-1 Oceanside CA",Oceanside,-117.34,33.18
1449,10314-99075,"College & Plaza, Oceanside","3702 Plaza Drive, A, San Luis Rey Crossing Oceanside CA",Oceanside,-117.29,33.18
1450,16981-173324,College & North River.,"4904 North River Road, #300 Oceanside CA",Oceanside,-117.3,33.25
1451,74634-93766,Vons-Oceanside #2360,"845 College Blvd, Plaza Rancho Del Oro Shopping Center Oceanside CA",Oceanside,-117.29,33.24
1452,5832-15938,"Oceanside & College, Oceanside","4176 Oceanside Blvd., B, Mira Monte Shopping Center Oceanside CA",Oceanside,-117.29,33.21
1453,10430-99454,"Ventura & Villanova, Ojai",11484 North Ventura Avenue Ojai CA,Ojai,-119.29,34.42
1454,75533-53979,Squaw Valley Ski,"1985 Squaw Valley Rd, Ste.21 Olympic Valley CA",Olympic Valley,-120.23,39.2
1455,7967-94940,Mountain & 6th,"1520 N. Mountain Ave., B Ontario CA",Ontario,-117.67,34.09
1456,9627-96925,Jurupa & I-15,"4880 E. Motor Lane, B Ontario CA",Ontario,-117.55,34.05
1457,20768-206407,Archibald & 60 fwy,2548 S. Archibald Ave Ontario CA,Ontario,-117.59,34.03
1458,17852-181644,Ontario Mills Mall Floor 1,"1 Mills Circle, 319, Village at Ontario Center Ontario CA",Ontario,-117.55,34.07
1459,6940-83521,Milliken & 4th,1041 N. Milliken Avenue Ontario CA,Ontario,-117.56,34.08
1460,11746-104778,Vineyard & Holt,111 N. Vineyard Avenue Ontario CA,Ontario,-117.61,34.06
1461,5453-238624,Ontario Mills & Mills Circle,"960 Ontario Mills Drive, Vineyard & Walnut Ontario CA",Ontario,-117.55,34.08
1462,6531-39920,Vineyard & Walnut,2570 S. Vineyard Avenue Ontario CA,Ontario,-117.61,34.03
1463,26799-243984,Ontario Mills Mall 2,"1 Mills Circle, KI01 Ontario CA",Ontario,-117.55,34.07
1464,2823-95248,Archibald & Inland Empire,791 N. Archibald Avenue Ontario CA,Ontario,-117.59,34.07
1465,26570-244451,Mountain & 60,"2304 South Mountain Avenue, Ontario Mills Ontario CA",Ontario,-117.67,34.03
1466,28549-250026,Teavana - Ontario Mills,"One Mills Circle, #707 Ontario CA",Ontario,-117.55,34.07
1467,76744-106253,Target Ontario T-2245,4200 E 4th St Ontario CA,Ontario,-117.56,34.08
1468,20402-160226,Chapman & Tustin,1630 E. Chapman Blvd. Orange CA,Orange,-117.84,33.79
1469,74566-79465,Vons-Orange #2335,2684 N Tustin Ave Orange CA,Orange,-117.84,33.83
1470,24461-235456,Sodexo @ Chapman University,"393 N Glassell St, Galleria L'Orange Orange CA",Orange,-117.85,33.79
1471,6526-46619,Chapman & Main,"130 S. Main Street, E Orange CA",Orange,-117.87,33.79
1472,73398-23312,Albertsons-Orange #6534,940 N Tustin Ave Orange CA,Orange,-117.84,33.8
1473,10713-100776,Katella & Main,1627 West Katella Avenue Orange CA,Orange,-117.87,33.81
1474,5704-6593,Tustin & Meats,"2115 Tustin St, #2 Orange CA",Orange,-117.84,33.82
1475,5540-1551,The Outlets at Orange,"20 City Blvd W, Bld K; #41 Orange CA",Orange,-117.89,33.78
1476,9550-97298,Chapman & The City Drive,"3743 W. Chapman Avenue, A Orange CA",Orange,-117.89,33.79
1477,5511-1447,Plaza Square & East Chapman,101 East Chapman Avenue Orange CA,Orange,-117.85,33.79
1478,73565-67160,Albertsons-Orange #6585,4550 E Chapman Ave Orange CA,Orange,-117.8,33.79
1479,24801-220165,Aramark @ St. Joseph Hospital,1100 W Stewart Dr Orange CA,Orange,-117.86,33.78
1480,23600-231364,Tustin & Lincoln,2734 Tustin Avenue Orange CA,Orange,-117.84,33.83
1481,5894-17215,Chapman & Swidler,3630 E. Chapman Ave Orange CA,Orange,-117.81,33.79
1482,14020-108042,Chapman & Glassell,44 Plaza Square Orange CA,Orange,-117.85,33.79
1483,5724-5909,Main & Town and Country,"691 S. Main Street, #100 Orange CA",Orange,-117.87,33.78
1484,73306-21723,Albertsons - Orcutt #6394,"1120 E. Clark Ave., Orinda Theatre Square Orcutt CA",Orcutt,-120.42,34.86
1485,6591-67660,Moraga & Bryant,"2 Theatre Square, 106 Orinda CA",Orinda,-122.18,37.88
1486,5231-393,Camino Pablo & Camino Sobrante,"1 Camino Sobrante, #9 Orinda CA",Orinda,-122.19,37.88
1487,26877-242964,Orland,110 Frances Lane Orland CA,Orland,-122.2,39.75
1488,27053-92390,Oro Dam & Feather River,480 East Oroville Dam Blvd. Oroville CA,Oroville,-121.57,39.5
1489,15778-159191,Target Oxnard T-2760,2850 N Oxnard Blvd Oxnard CA,Oxnard,-119.18,34.23
1490,79558-103613,Vons - Oxnard #2825,1291 S VICTORIA BLVD OXNARD CA,OXNARD,-119.22,34.19
1491,9388-96401,"Saviers & Channel Islands, Oxnard",3042 Saviers Road Oxnard CA,Oxnard,-119.18,34.17
1492,25052-234624,Gonzales & Rose,1921 N. Rose Avenue Oxnard CA,Oxnard,-119.16,34.22
1493,16675-155371,The Collections at Riverpark,669 Town Center DriveBlvd Oxnard CA,Oxnard,-119.18,34.24
1494,74608-91322,Vons-Oxnard #2436,2101 N Rose Ave Oxnard CA,Oxnard,-119.16,34.22
